ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT,image
0.5886383652687073,0.044083815068006516,0.015199466608464718,0.010527334176003933,0.03640824183821678,0.13409008085727692,0.027003930881619453,0.1440487802028656,img_00358.jpg
0.655060350894928,0.048988740891218185,0.013057753443717957,0.012891179881989956,0.07053841650485992,0.11193638294935226,0.01706095226109028,0.07046619802713394,img_00374.jpg
0.7422935366630554,0.0397941879928112,0.012850895524024963,0.007944822311401367,0.0426521860063076,0.04789382219314575,0.013707849197089672,0.09286268800497055,img_00375.jpg
0.41488954424858093,0.07602749764919281,0.029363611713051796,0.021847842261195183,0.06155368685722351,0.1552957445383072,0.07939646393060684,0.16162562370300293,img_00376.jpg
0.581781804561615,0.05454224348068237,0.036786120384931564,0.023431919515132904,0.041601791977882385,0.21916413307189941,0.006572294514626265,0.03611977770924568,img_00380.jpg
0.9754095077514648,0.0029491421300917864,0.00021078575809951872,0.000366987515008077,0.0031239893287420273,0.0030089730862528086,9.895776020130143e-05,0.014831711538136005,img_00383.jpg
0.5759705901145935,0.04750961437821388,0.019153259694576263,0.015221013687551022,0.12413109093904495,0.08290527760982513,0.027367353439331055,0.10774178057909012,img_00398.jpg
0.8629076480865479,0.021941253915429115,0.005654186476022005,0.009202937595546246,0.031223027035593987,0.03131077438592911,0.00561475520953536,0.03214545175433159,img_00407.jpg
0.5612688660621643,0.03696763515472412,0.012105210684239864,0.003312542103230953,0.02384035289287567,0.04489470645785332,0.030239945277571678,0.2873707115650177,img_00417.jpg
0.5450267195701599,0.0849338173866272,0.04488816857337952,0.019514737650752068,0.07833421230316162,0.09313473105430603,0.021226920187473297,0.11294069141149521,img_00432.jpg
0.21910680830478668,0.04353908821940422,0.025725843384861946,0.00423408905044198,0.037990670651197433,0.03251955658197403,0.01937139965593815,0.6175125241279602,img_00442.jpg
0.8709744811058044,0.015883635729551315,0.00317531730979681,0.004167297389358282,0.02257765270769596,0.040985893458127975,0.005565924569964409,0.036669909954071045,img_00446.jpg
0.7465460300445557,0.03225734829902649,0.004075397737324238,0.05166530981659889,0.018079202622175217,0.12180265039205551,0.0018155331490561366,0.02375846356153488,img_00469.jpg
0.8714830279350281,0.005905026104301214,0.0009494197438471019,0.0007879797485657036,0.007263789419084787,0.01114113349467516,0.004175048787146807,0.09829458594322205,img_00473.jpg
0.6108549237251282,0.02253536693751812,0.002526436699554324,0.007617966737598181,0.005168593022972345,0.04314054176211357,0.0049329823814332485,0.3032231628894806,img_00483.jpg
0.761631190776825,0.031315457075834274,0.008032189682126045,0.007827997207641602,0.04971285164356232,0.05280230566859245,0.016377903521060944,0.07230017334222794,img_00484.jpg
0.8327322006225586,0.02727855183184147,0.008329433389008045,0.0063884383998811245,0.03407156467437744,0.035515446215867996,0.01148119568824768,0.04420324042439461,img_00486.jpg
0.0009454386308789253,0.0007528379210270941,2.7817057343781926e-05,0.006125956773757935,0.9918311238288879,0.0001026925747282803,0.00014859197835903615,6.554876017617062e-05,img_00487.jpg
0.3898186981678009,0.031816381961107254,0.02068410813808441,0.014723029918968678,0.382473349571228,0.04807642102241516,0.018707456067204475,0.09370055794715881,img_00493.jpg
0.9389052987098694,0.008898654952645302,0.0011065200669690967,0.002807407872751355,0.020068710669875145,0.011348380707204342,0.0009187019313685596,0.01594625599682331,img_00518.jpg
0.21338355541229248,0.04200565814971924,0.01984405517578125,0.005279232282191515,0.020748408511281013,0.08379143476486206,0.022394662722945213,0.5925529599189758,img_00533.jpg
0.7916930317878723,0.03232349455356598,0.004147149622440338,0.02139239013195038,0.03454235568642616,0.07676174491643906,0.001709210337139666,0.037430647760629654,img_00538.jpg
0.9921944737434387,0.000497401983011514,2.3513233827543445e-05,2.302451139257755e-05,0.0004938223864883184,0.0007206142763607204,0.00018095021368935704,0.0058661699295043945,img_00543.jpg
0.5355889797210693,0.06653278321027756,0.025687193498015404,0.02042444981634617,0.11049163341522217,0.1019250825047493,0.040708135813474655,0.0986417755484581,img_00550.jpg
0.9361918568611145,0.011492997407913208,0.001011351589113474,0.0031263206619769335,0.012483824044466019,0.021899396553635597,0.0009266298729926348,0.012867532670497894,img_00551.jpg
0.0023625323083251715,0.001049319515004754,2.7420952392276376e-05,0.0021844638977199793,0.9920291304588318,0.0003627119294833392,0.0002243205817649141,0.0017601465806365013,img_00564.jpg
0.540267288684845,0.056733567267656326,0.02579011209309101,0.016579465940594673,0.060778748244047165,0.0877978727221489,0.044294312596321106,0.16775865852832794,img_00575.jpg
0.6423354148864746,0.05090411379933357,0.01056388858705759,0.025623401626944542,0.07809128612279892,0.08806124329566956,0.012901541776955128,0.09151902794837952,img_00582.jpg
0.5702241063117981,0.011934846639633179,0.005026225000619888,0.010434689931571484,0.3464646637439728,0.015664322301745415,0.00464983144775033,0.03560127317905426,img_00584.jpg
0.29258060455322266,0.06476932018995285,0.043073151260614395,0.011310269124805927,0.03406834974884987,0.10465594381093979,0.027900628745555878,0.4216417372226715,img_00587.jpg
0.1563592106103897,0.017813367769122124,0.013515503145754337,0.001146782422438264,0.0051240017637610435,0.01654493249952793,0.06872443109750748,0.7207717299461365,img_00590.jpg
0.13614235818386078,0.010975207202136517,0.003577760187909007,0.008837953209877014,0.30060651898384094,0.02223438210785389,0.08379576355218887,0.43383002281188965,img_00591.jpg
0.585451066493988,0.0555366575717926,0.022520938888192177,0.02379610203206539,0.06857605278491974,0.14382265508174896,0.021255990490317345,0.07904054969549179,img_00598.jpg
0.43089374899864197,0.027065902948379517,0.016044897958636284,0.00600573793053627,0.03292819485068321,0.06303030997514725,0.036254994571208954,0.3877761662006378,img_00599.jpg
0.5542399287223816,0.06226661801338196,0.03736891597509384,0.013188682496547699,0.05020033195614815,0.10062358528375626,0.047957632690668106,0.13415437936782837,img_00612.jpg
0.6516720652580261,0.02131648361682892,0.010832502506673336,0.0032374307047575712,0.24302120506763458,0.03623628616333008,0.005835359916090965,0.027848603203892708,img_00618.jpg
0.9213975071907043,0.017347553744912148,0.0040298704989254475,0.0018130950629711151,0.005619618576020002,0.021293245255947113,0.004447443876415491,0.024051601067185402,img_00620.jpg
0.7029805183410645,0.029725557193160057,0.008954034186899662,0.021204063668847084,0.07008685916662216,0.10881566256284714,0.00812303926795721,0.05011027678847313,img_00642.jpg
0.0005197278223931789,0.0024501895532011986,0.012156481854617596,0.001554634771309793,0.00022039272880647331,0.007403261493891478,0.0025132368318736553,0.9731821417808533,img_00646.jpg
0.9907286167144775,0.0007172787445597351,6.70116423862055e-05,3.963161361753009e-05,0.0008331599528901279,0.0010095235193148255,0.00017915823264047503,0.006425647530704737,img_00648.jpg
0.5295723080635071,0.0394047312438488,0.049805816262960434,0.020729362964630127,0.04961097240447998,0.20143264532089233,0.015881549566984177,0.09356267005205154,img_00650.jpg
0.5831261277198792,0.05194376781582832,0.013274267315864563,0.013064440339803696,0.1576465368270874,0.05216585472226143,0.015089881606400013,0.1136891320347786,img_00654.jpg
0.9367813467979431,0.007578393444418907,0.0017554020741954446,0.0016090719727799296,0.01283970009535551,0.013745896518230438,0.0006464359466917813,0.025043746456503868,img_00664.jpg
0.010450877249240875,0.0012321830727159977,0.0003444281464908272,0.0024188102688640356,0.9800660014152527,0.0031324801966547966,0.0006987275555729866,0.001656527048908174,img_00667.jpg
0.02431490086019039,0.004522016737610102,0.002194684697315097,0.0035185758024454117,0.6656962037086487,0.011930279433727264,0.037508923560380936,0.2503144443035126,img_00676.jpg
0.001252798712812364,0.04024902358651161,0.12019781023263931,0.003827915294095874,0.0007964730612002313,0.018213585019111633,0.001582878758199513,0.8138794898986816,img_00697.jpg
0.2037939578294754,0.06055532768368721,0.07353111356496811,0.03445286676287651,0.03814006596803665,0.28055304288864136,0.034491825848817825,0.274481862783432,img_00708.jpg
0.29247012734413147,0.05889781191945076,0.04552192613482475,0.02809581719338894,0.054809510707855225,0.25314128398895264,0.023641766980290413,0.2434217929840088,img_00716.jpg
0.8664343357086182,0.020749608054757118,0.0024472931399941444,0.005374439060688019,0.027592303231358528,0.04903784766793251,0.003447397379204631,0.02491675317287445,img_00717.jpg
0.8066973686218262,0.02215629629790783,0.007544151972979307,0.01783444918692112,0.05723506584763527,0.05104002356529236,0.008743027225136757,0.028749650344252586,img_00718.jpg
0.8345029354095459,0.019497957080602646,0.005070779472589493,0.006815835367888212,0.05438671633601189,0.02086777798831463,0.0042632692493498325,0.05459470674395561,img_00723.jpg
0.4645240604877472,0.08360106498003006,0.01920914836227894,0.028286613523960114,0.11686432361602783,0.08706709742546082,0.07989170402288437,0.12055595964193344,img_00724.jpg
0.9171724319458008,0.012621271423995495,0.0014612112427130342,0.003935245331376791,0.02262003719806671,0.014294649474322796,0.001853074529208243,0.026042165234684944,img_00726.jpg
0.664943277835846,0.0006028925417922437,1.3845187822880689e-05,3.778271275223233e-05,0.3263976275920868,0.000425383826950565,5.70008996874094e-05,0.007522119674831629,img_00729.jpg
0.3514805734157562,0.06670331209897995,0.035853613168001175,0.009480043314397335,0.04088364914059639,0.06444516777992249,0.03300049528479576,0.398153156042099,img_00730.jpg
0.6571202874183655,0.03962179645895958,0.013296312652528286,0.02769746445119381,0.10978557914495468,0.0571143813431263,0.01378397922962904,0.08158013224601746,img_00757.jpg
0.6053993105888367,0.03943294286727905,0.009645783342421055,0.04747025668621063,0.12156305462121964,0.12733127176761627,0.016229426488280296,0.03292800113558769,img_00760.jpg
0.30017128586769104,0.025791803374886513,0.005214122589677572,0.01938614621758461,0.5655342936515808,0.015886224806308746,0.011617228388786316,0.05639887973666191,img_00763.jpg
0.00025889420066960156,0.07785888016223907,0.20805488526821136,0.0005396773922257125,2.1701938749174587e-05,0.003488394198939204,0.0008023542468436062,0.7089751362800598,img_00764.jpg
0.32096749544143677,0.09027760475873947,0.11671943217515945,0.037239622324705124,0.038551028817892075,0.2529275119304657,0.01464095339179039,0.12867635488510132,img_00765.jpg
5.441202574729687e-06,0.001922166091389954,0.04712854325771332,0.00047181034460663795,8.90896626515314e-06,0.0008189963991753757,0.0004095156618859619,0.949234664440155,img_00772.jpg
0.8467764258384705,0.020912012085318565,0.016219789162278175,0.004828901495784521,0.022785000503063202,0.029990090057253838,0.0038246819749474525,0.05466315522789955,img_00773.jpg
0.8004446029663086,0.03137528896331787,0.006639389321208,0.01197348814457655,0.04575382545590401,0.0572776198387146,0.006679183337837458,0.03985662758350372,img_00777.jpg
0.006969094276428223,0.011496640741825104,0.026311472058296204,0.004441520664840937,0.003091859631240368,0.02057243324816227,0.009399865753948689,0.9177171587944031,img_00780.jpg
0.8088054060935974,0.027320461347699165,0.0037293185014277697,0.02227788418531418,0.024993183091282845,0.06913577020168304,0.0016613696934655309,0.04207659140229225,img_00798.jpg
0.5365216732025146,0.06862574070692062,0.02198736183345318,0.02830539643764496,0.08491551131010056,0.14575554430484772,0.012146907858550549,0.10174188762903214,img_00808.jpg
0.8287437558174133,0.022141749039292336,0.003989890217781067,0.0049298168160021305,0.034266822040081024,0.028095128014683723,0.01691177859902382,0.060921039432287216,img_00816.jpg
0.03606336936354637,0.008586112409830093,0.00141244160477072,0.015945011749863625,0.9012970924377441,0.0020471822936087847,0.0012492522364482284,0.033399537205696106,img_00828.jpg
0.26110485196113586,0.07771696895360947,0.07522879540920258,0.04161443933844566,0.08087407052516937,0.28471311926841736,0.038156066089868546,0.14059166610240936,img_00833.jpg
0.8772725462913513,0.019906409084796906,0.0022401632741093636,0.004536004737019539,0.019830090925097466,0.03262602910399437,0.0022961997892707586,0.04129261150956154,img_00837.jpg
0.5921699404716492,0.03952153027057648,0.014437079429626465,0.009919031523168087,0.1858866810798645,0.048246998339891434,0.02144887112081051,0.08836990594863892,img_00855.jpg
0.6870729923248291,0.045098770409822464,0.0304210614413023,0.01428962778300047,0.041392069309949875,0.05982375144958496,0.01245959009975195,0.10944218188524246,img_00857.jpg
0.7205047607421875,0.027955910190939903,0.005397753790020943,0.01104696374386549,0.08458326011896133,0.026309899985790253,0.008014596067368984,0.11618679016828537,img_00858.jpg
0.6994633674621582,0.05006546154618263,0.015586798079311848,0.013554076664149761,0.06408246606588364,0.05537663400173187,0.01939421147108078,0.08247699588537216,img_00865.jpg
0.036703892052173615,0.01096047181636095,0.004851261619478464,0.011707640253007412,0.6620606780052185,0.020074015483260155,0.04779915511608124,0.20584292709827423,img_00876.jpg
0.017274146899580956,0.0292865838855505,0.0707797110080719,0.006853620056062937,0.004191115964204073,0.036954496055841446,0.009713354520499706,0.824946939945221,img_00889.jpg
0.4685131013393402,0.02682255022227764,0.011139950715005398,0.013295464217662811,0.3427235782146454,0.044386621564626694,0.011040226556360722,0.08207856863737106,img_00894.jpg
0.029695920646190643,0.12839247286319733,0.0048631648533046246,0.005010422319173813,0.013124440796673298,0.011873061768710613,0.731726884841919,0.07531365007162094,img_00902.jpg
0.03197311982512474,0.04153724014759064,0.05398280546069145,0.008468957617878914,0.014795678667724133,0.050190847367048264,0.0162726528942585,0.7827787399291992,img_00914.jpg
0.5033876299858093,0.05533531308174133,0.023047344759106636,0.014216127805411816,0.06867632269859314,0.0965629443526268,0.06597892194986343,0.17279542982578278,img_00921.jpg
0.26552191376686096,0.03747792914509773,0.010348454117774963,0.0061700972728431225,0.008814568631350994,0.19108164310455322,0.06696818023920059,0.41361722350120544,img_00927.jpg
0.7663584351539612,0.036662328988313675,0.01408569049090147,0.010754813440144062,0.033922869712114334,0.06760567426681519,0.012114308774471283,0.05849580466747284,img_00943.jpg
0.5165462493896484,0.006161276251077652,0.0005842929822392762,0.001281042699702084,0.4246911108493805,0.014494050294160843,0.0018077408894896507,0.034434229135513306,img_00948.jpg
0.3961386978626251,0.08351389318704605,0.03010096214711666,0.03436467796564102,0.19362008571624756,0.07945822179317474,0.03352200612425804,0.14928145706653595,img_00950.jpg
0.8515136241912842,0.014893789775669575,0.003216261276975274,0.007974892854690552,0.048006247729063034,0.05097237229347229,0.0035918576177209616,0.019830886274576187,img_00959.jpg
6.652149750152603e-05,0.002056602155789733,0.018203336745500565,0.0001870110136223957,1.0076022590510547e-05,0.0010674125514924526,0.0007409548852592707,0.9776681065559387,img_00962.jpg
0.040885910391807556,0.07508690655231476,0.0712815597653389,0.0064816102385520935,0.01395521592348814,0.02177826501429081,0.016903415322303772,0.7536271214485168,img_00964.jpg
0.5833197236061096,0.06883280724287033,0.04122750088572502,0.016836747527122498,0.08191796392202377,0.07837633043527603,0.020272886380553246,0.10921598225831985,img_00966.jpg
0.7639369368553162,0.050517261028289795,0.013124547898769379,0.017230184748768806,0.04165694862604141,0.05480283871293068,0.006807323079556227,0.05192391946911812,img_00974.jpg
0.6318474411964417,0.05578332766890526,0.024995261803269386,0.01901397295296192,0.04218662902712822,0.10982956737279892,0.017661703750491142,0.09868216514587402,img_00979.jpg
0.4921322762966156,0.12266502529382706,0.036034610122442245,0.014859282411634922,0.08191394805908203,0.06273752450942993,0.036329206079244614,0.15332810580730438,img_00982.jpg
0.38255012035369873,0.09653197973966599,0.04185880348086357,0.008694181218743324,0.033808741718530655,0.11187118291854858,0.08062490820884705,0.24406008422374725,img_00985.jpg
0.47786077857017517,0.033593352884054184,0.022703608497977257,0.005448583513498306,0.03767663612961769,0.06372544914484024,0.020168283954262733,0.3388233184814453,img_00999.jpg
0.7553048133850098,0.03390299156308174,0.008578658103942871,0.011956050992012024,0.048770248889923096,0.0572531558573246,0.009224540553987026,0.07500957697629929,img_01022.jpg
0.15399478375911713,0.06006571277976036,0.028395406901836395,0.062498848885297775,0.020131120458245277,0.6269947290420532,0.006030751392245293,0.04188864305615425,img_01031.jpg
0.6235913038253784,0.055914174765348434,0.014785715378820896,0.03689604997634888,0.154610276222229,0.05974018573760986,0.014120393432676792,0.04034189507365227,img_01035.jpg
0.15482871234416962,0.02851598523557186,0.007562479469925165,0.017402473837137222,0.7173883318901062,0.03104236163198948,0.01253416109830141,0.030725538730621338,img_01043.jpg
0.8524289131164551,0.017040016129612923,0.008267774246633053,0.003974446561187506,0.03761264681816101,0.02142178826034069,0.00649529742076993,0.05275909602642059,img_01058.jpg
0.33871033787727356,0.036079540848731995,0.015015728771686554,0.010648452676832676,0.027626099064946175,0.07313268631696701,0.03964691981673241,0.45914021134376526,img_01059.jpg
0.6695993542671204,0.028454668819904327,0.017347607761621475,0.006479473784565926,0.054061178117990494,0.03724518045783043,0.04352395609021187,0.14328856766223907,img_01090.jpg
0.38950905203819275,0.06482643634080887,0.03273456543684006,0.013026099652051926,0.19626523554325104,0.08111358433961868,0.04024901241064072,0.18227601051330566,img_01102.jpg
0.3632575273513794,0.12023361772298813,0.0439811609685421,0.02168123982846737,0.09840182214975357,0.08757572621107101,0.06428004801273346,0.2005888670682907,img_01103.jpg
0.7872317433357239,0.03133226931095123,0.006885953713208437,0.0197928287088871,0.015412396751344204,0.09274329990148544,0.0043089245446026325,0.04229253530502319,img_01116.jpg
0.9440321922302246,0.008995957672595978,0.0012137126177549362,0.002611099975183606,0.012713301926851273,0.018921811133623123,0.0009863454615697265,0.0105255963280797,img_01134.jpg
0.7056940197944641,0.02662881277501583,0.007354878354817629,0.00353003921918571,0.009951111860573292,0.02760971523821354,0.005053842905908823,0.21417753398418427,img_01142.jpg
0.39646831154823303,0.0710374265909195,0.035990919917821884,0.023557880893349648,0.09305574744939804,0.1422467827796936,0.07202640920877457,0.16561652719974518,img_01168.jpg
0.2504325807094574,0.029237350448966026,0.006463605910539627,0.0341230072081089,0.5474298596382141,0.018517998978495598,0.030279377475380898,0.08351624011993408,img_01171.jpg
0.9369761347770691,0.011697833426296711,0.002766619436442852,0.002187881851568818,0.0070876143872737885,0.016599053516983986,0.002362130442634225,0.02032269723713398,img_01177.jpg
0.8638197779655457,0.012766181491315365,0.0013733342057093978,0.06925185024738312,0.0024099505972117186,0.04197683930397034,5.554790186579339e-05,0.008346520364284515,img_01179.jpg
0.25713786482810974,0.08114761114120483,0.08802922815084457,0.04682527109980583,0.027183087542653084,0.3655730187892914,0.015095368959009647,0.11900850385427475,img_01188.jpg
0.5784916281700134,0.032348405569791794,0.011453143320977688,0.006062512751668692,0.20625479519367218,0.029238631948828697,0.019027626141905785,0.11712328344583511,img_01198.jpg
0.008987576700747013,0.0020931207109242678,0.0003476814890746027,0.006772113498300314,0.97794109582901,0.0022624286357313395,0.0005273179267533123,0.001068613608367741,img_01204.jpg
0.4331570863723755,0.06619890034198761,0.02722899615764618,0.0286236759275198,0.20807798206806183,0.07465995103120804,0.04613615944981575,0.11591724306344986,img_01208.jpg
0.7184266448020935,0.011905242688953876,0.0023911865428090096,0.002643527230247855,0.18867649137973785,0.009271695278584957,0.004397941287606955,0.06228724122047424,img_01211.jpg
0.8094161152839661,0.023439742624759674,0.00408501410856843,0.007524735759943724,0.028276795521378517,0.05533789098262787,0.004367566201835871,0.0675521120429039,img_01213.jpg
0.7326226830482483,0.041952554136514664,0.01933693327009678,0.00815062876790762,0.060679152607917786,0.04436333104968071,0.022826215252280235,0.07006856054067612,img_01222.jpg
0.4902791976928711,0.027191223576664925,0.010814291425049305,0.0053549944423139095,0.037807390093803406,0.0337386317551136,0.015706805512309074,0.3791075050830841,img_01224.jpg
0.29405006766319275,0.02962668426334858,0.008040879853069782,0.012251115404069424,0.5374909043312073,0.04067285731434822,0.01512338500469923,0.0627441331744194,img_01237.jpg
0.35932743549346924,0.08250067383050919,0.025825729593634605,0.05619919300079346,0.23000918328762054,0.10009392350912094,0.046306222677230835,0.09973762184381485,img_01249.jpg
0.0018050234066322446,0.0014535104855895042,0.007831108756363392,0.00018644443480297923,1.7317237507086247e-05,0.002240935806185007,0.0010080452775582671,0.985457718372345,img_01253.jpg
0.5808992385864258,0.04856535419821739,0.014531753957271576,0.03036433458328247,0.1331181824207306,0.08754504472017288,0.019691435620188713,0.08528461307287216,img_01286.jpg
0.23234714567661285,0.042064517736434937,0.0321706123650074,0.009006994776427746,0.02543657459318638,0.07704928517341614,0.04155358672142029,0.5403712391853333,img_01289.jpg
0.3758522570133209,0.06957214325666428,0.025448784232139587,0.018007956445217133,0.2756746709346771,0.05298753082752228,0.03695450723171234,0.14550210535526276,img_01325.jpg
0.4823366403579712,0.06412291526794434,0.026945820078253746,0.02749737538397312,0.14380773901939392,0.12543798983097076,0.03456646576523781,0.09528502821922302,img_01328.jpg
